srr	sample_name	replicate	single_paired	rcomp	unusable	trim_read_depth	sample_qc_score	paper_id	sample_id	protocol	paper_name	organism	cell_type	sample_id	condition_type	treatment	conc_intens	start_time	end_time	duration	duration_unit
SRR7290020	SRR7290020	2	single	0	0	39710457	2	241	1988	GRO-seq	Oh2021enhancer	H. sapiens	MCF7	1988	treatment	17-beta-estradiol	100 nM	-1	0	1	hr
SRR7290023	SRR7290023	3	single	0	0	42818133	3	241	1991	GRO-seq	Oh2021enhancer	H. sapiens	MCF7	1991	vehicle	ethanol		-1	0	1	hr
SRR7290024	SRR7290024	3	single	0	0	45357569	4	241	1992	GRO-seq	Oh2021enhancer	H. sapiens	MCF7	1992	treatment	17-beta-estradiol	100 nM	-1	0	1	hr
SRR3541128	SRR3541128	1	single	0	0	48635147	3	304	2422	PRO-seq	Tan2018dismissal	H. sapiens	MCF7	2422	treatment	17-beta-estradiol	100 nM	-1	0	1	hr
SRR3541129	SRR3541129	1	single	0	0	48486974	2	304	2423	PRO-seq	Tan2018dismissal	H. sapiens	MCF7	2423	vehicle	ethanol	0.1%	-1	0	1	hr
SRR3541132	SRR3541132	1	single	0	0	74793850	2	303	2426	GRO-seq	Tan2018dismissal	H. sapiens	MCF7	2426	treatment	17-beta-estradiol	100 nM	-1	0	1	hr
SRR5633592	SRR5633592	1	single	0	0	9394822	4	97	777	GRO-seq	Fleischer2017dna	H. sapiens	MCF7	777	vehicle	ethanol		-40	0	40	min
SRR13632939	SRR13632939	1	single	0	0	19366888	2	112	892	GRO-seq	Gibson2016chemical	H. sapiens	MCF7	892	treatment	17-beta-estradiol		-40	0	40	min
SRR13632940	SRR13632940	2	single	0	0	18239015	2	112	893	GRO-seq	Gibson2016chemical	H. sapiens	MCF7	893	treatment	17-beta-estradiol		-40	0	40	min
SRR2724031	SRR2724031	1	single	0	0	24207709	2	111	896	GRO-seq	Gibson2016chemical	H. sapiens	MCF7	896	vehicle	ethanol		-40	0	40	min
SRR2724032	SRR2724032	2	single	0	0	23357144	2	111	897	GRO-seq	Gibson2016chemical	H. sapiens	MCF7	897	vehicle	ethanol		-40	0	40	min
SRR13632937	SRR13632937	1	single	0	0	19249719	2	112	890	GRO-seq	Gibson2016chemical	H. sapiens	MCF7	890	treatment	17-beta-estradiol		-40	0	40	min
SRR13632938	SRR13632938	2	single	0	0	20236526	1	112	891	GRO-seq	Gibson2016chemical	H. sapiens	MCF7	891	treatment	17-beta-estradiol		-40	0	40	min
SRR2724029	SRR2724029	1	single	0	0	16062738	2	111	894	GRO-seq	Gibson2016chemical	H. sapiens	MCF7	894	vehicle	ethanol		-40	0	40	min
SRR2724030	SRR2724030	2	single	0	0	20413591	1	111	895	GRO-seq	Gibson2016chemical	H. sapiens	MCF7	895	vehicle	ethanol		-40	0	40	min
SRR3500459	SRR3500459	1	single	0	0	22533256	1	111	898	GRO-seq	Gibson2016chemical	H. sapiens	MCF7	898	treatment	PJ34	1 microM	-1	0	1	hr
SRR579347	SRZ579347	1	single	0	0	19255335	2	66	571	GRO-seq	Danko2013signaling	H. sapiens	MCF7	571	treatment	17-beta-estradiol	100 nM	-25	0	25	min
SRR579357	SRZ579353	2	single	0	0	23258177	1	66	572	GRO-seq	Danko2013signaling	H. sapiens	MCF7	572	treatment	17-beta-estradiol	100 nM	-25	0	25	min
SRR579356	SRZ579353	2	single	0	0	23258177	1	66	572	GRO-seq	Danko2013signaling	H. sapiens	MCF7	572	treatment	17-beta-estradiol	100 nM	-25	0	25	min
SRR579355	SRZ579353	2	single	0	0	23258177	1	66	572	GRO-seq	Danko2013signaling	H. sapiens	MCF7	572	treatment	17-beta-estradiol	100 nM	-25	0	25	min
SRR579354	SRZ579353	2	single	0	0	23258177	1	66	572	GRO-seq	Danko2013signaling	H. sapiens	MCF7	572	treatment	17-beta-estradiol	100 nM	-25	0	25	min
SRR579353	SRZ579353	2	single	0	0	23258177	1	66	572	GRO-seq	Danko2013signaling	H. sapiens	MCF7	572	treatment	17-beta-estradiol	100 nM	-25	0	25	min
SRR579352	SRZ579347	1	single	0	0	19255335	2	66	571	GRO-seq	Danko2013signaling	H. sapiens	MCF7	571	treatment	17-beta-estradiol	100 nM	-25	0	25	min
SRR579351	SRZ579347	1	single	0	0	19255335	2	66	571	GRO-seq	Danko2013signaling	H. sapiens	MCF7	571	treatment	17-beta-estradiol	100 nM	-25	0	25	min
SRR579350	SRZ579347	1	single	0	0	19255335	2	66	571	GRO-seq	Danko2013signaling	H. sapiens	MCF7	571	treatment	17-beta-estradiol	100 nM	-25	0	25	min
SRR579349	SRZ579347	1	single	0	0	19255335	2	66	571	GRO-seq	Danko2013signaling	H. sapiens	MCF7	571	treatment	17-beta-estradiol	100 nM	-25	0	25	min
SRR579348	SRZ579347	1	single	0	0	19255335	2	66	571	GRO-seq	Danko2013signaling	H. sapiens	MCF7	571	treatment	17-beta-estradiol	100 nM	-25	0	25	min
SRR579358	SRZ579353	2	single	0	0	23258177	1	66	572	GRO-seq	Danko2013signaling	H. sapiens	MCF7	572	treatment	17-beta-estradiol	100 nM	-25	0	25	min
SRR579346	SRZ579342	3	single	0	0	10153847	3	66	570	GRO-seq	Danko2013signaling	H. sapiens	MCF7	570	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579345	SRZ579342	3	single	0	0	10153847	3	66	570	GRO-seq	Danko2013signaling	H. sapiens	MCF7	570	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579344	SRZ579342	3	single	0	0	10153847	3	66	570	GRO-seq	Danko2013signaling	H. sapiens	MCF7	570	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579343	SRZ579342	3	single	0	0	10153847	3	66	570	GRO-seq	Danko2013signaling	H. sapiens	MCF7	570	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579342	SRZ579342	3	single	0	0	10153847	3	66	570	GRO-seq	Danko2013signaling	H. sapiens	MCF7	570	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579341	SRZ579335	2	single	0	0	23957980	2	66	569	GRO-seq	Danko2013signaling	H. sapiens	MCF7	569	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579340	SRZ579335	2	single	0	0	23957980	2	66	569	GRO-seq	Danko2013signaling	H. sapiens	MCF7	569	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579339	SRZ579335	2	single	0	0	23957980	2	66	569	GRO-seq	Danko2013signaling	H. sapiens	MCF7	569	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579338	SRZ579335	2	single	0	0	23957980	2	66	569	GRO-seq	Danko2013signaling	H. sapiens	MCF7	569	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579337	SRZ579335	2	single	0	0	23957980	2	66	569	GRO-seq	Danko2013signaling	H. sapiens	MCF7	569	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579369	SRZ579364	2	single	0	0	21231771	1	66	574	GRO-seq	Danko2013signaling	H. sapiens	MCF7	574	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR5633593	SRR5633593	2	single	0	0	8528767	4	97	778	GRO-seq	Fleischer2017dna	H. sapiens	MCF7	778	vehicle	ethanol		-40	0	40	min
SRR579378	SRZ579370	3	single	0	0	32454616	3	66	575	GRO-seq	Danko2013signaling	H. sapiens	MCF7	575	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579377	SRZ579370	3	single	0	0	32454616	3	66	575	GRO-seq	Danko2013signaling	H. sapiens	MCF7	575	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579376	SRZ579370	3	single	0	0	32454616	3	66	575	GRO-seq	Danko2013signaling	H. sapiens	MCF7	575	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579375	SRZ579370	3	single	0	0	32454616	3	66	575	GRO-seq	Danko2013signaling	H. sapiens	MCF7	575	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579374	SRZ579370	3	single	0	0	32454616	3	66	575	GRO-seq	Danko2013signaling	H. sapiens	MCF7	575	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579373	SRZ579370	3	single	0	0	32454616	3	66	575	GRO-seq	Danko2013signaling	H. sapiens	MCF7	575	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579372	SRZ579370	3	single	0	0	32454616	3	66	575	GRO-seq	Danko2013signaling	H. sapiens	MCF7	575	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579371	SRZ579370	3	single	0	0	32454616	3	66	575	GRO-seq	Danko2013signaling	H. sapiens	MCF7	575	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579370	SRZ579370	3	single	0	0	32454616	3	66	575	GRO-seq	Danko2013signaling	H. sapiens	MCF7	575	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579326	SRZ579324	1	single	0	0	46003041	1	66	568	GRO-seq	Danko2013signaling	H. sapiens	MCF7	568	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579368	SRZ579364	2	single	0	0	21231771	1	66	574	GRO-seq	Danko2013signaling	H. sapiens	MCF7	574	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579367	SRZ579364	2	single	0	0	21231771	1	66	574	GRO-seq	Danko2013signaling	H. sapiens	MCF7	574	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579366	SRZ579364	2	single	0	0	21231771	1	66	574	GRO-seq	Danko2013signaling	H. sapiens	MCF7	574	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579365	SRZ579364	2	single	0	0	21231771	1	66	574	GRO-seq	Danko2013signaling	H. sapiens	MCF7	574	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579364	SRZ579364	2	single	0	0	21231771	1	66	574	GRO-seq	Danko2013signaling	H. sapiens	MCF7	574	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579363	SRZ579360	1	single	0	0	14786814	3	66	573	GRO-seq	Danko2013signaling	H. sapiens	MCF7	573	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579362	SRZ579360	1	single	0	0	14786814	3	66	573	GRO-seq	Danko2013signaling	H. sapiens	MCF7	573	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579361	SRZ579360	1	single	0	0	14786814	3	66	573	GRO-seq	Danko2013signaling	H. sapiens	MCF7	573	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579360	SRZ579360	1	single	0	0	14786814	3	66	573	GRO-seq	Danko2013signaling	H. sapiens	MCF7	573	treatment	17-beta-estradiol	100 nM	-40	0	40	min
SRR579359	SRZ579353	2	single	0	0	23258177	1	66	572	GRO-seq	Danko2013signaling	H. sapiens	MCF7	572	treatment	17-beta-estradiol	100 nM	-25	0	25	min
SRR579335	SRZ579335	2	single	0	0	23957980	2	66	569	GRO-seq	Danko2013signaling	H. sapiens	MCF7	569	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579327	SRZ579324	1	single	0	0	46003041	1	66	568	GRO-seq	Danko2013signaling	H. sapiens	MCF7	568	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579336	SRZ579335	2	single	0	0	23957980	2	66	569	GRO-seq	Danko2013signaling	H. sapiens	MCF7	569	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579325	SRZ579324	1	single	0	0	46003041	1	66	568	GRO-seq	Danko2013signaling	H. sapiens	MCF7	568	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579328	SRZ579324	1	single	0	0	46003041	1	66	568	GRO-seq	Danko2013signaling	H. sapiens	MCF7	568	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579329	SRZ579324	1	single	0	0	46003041	1	66	568	GRO-seq	Danko2013signaling	H. sapiens	MCF7	568	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579330	SRZ579324	1	single	0	0	46003041	1	66	568	GRO-seq	Danko2013signaling	H. sapiens	MCF7	568	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579331	SRZ579324	1	single	0	0	46003041	1	66	568	GRO-seq	Danko2013signaling	H. sapiens	MCF7	568	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579332	SRZ579324	1	single	0	0	46003041	1	66	568	GRO-seq	Danko2013signaling	H. sapiens	MCF7	568	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579333	SRZ579324	1	single	0	0	46003041	1	66	568	GRO-seq	Danko2013signaling	H. sapiens	MCF7	568	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR579334	SRZ579324	1	single	0	0	46003041	1	66	568	GRO-seq	Danko2013signaling	H. sapiens	MCF7	568	treatment	17-beta-estradiol	100 nM	-10	0	10	min
SRR10400216	SRR10400216	1	single	0	0	36794568	1	334	2633	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2633	vehicle	vehicle		-6	0	6	hr
SRR10400217	SRR10400217	2	single	0	0	22798313	1	334	2634	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2634	vehicle	vehicle		-6	0	6	hr
SRR10400218	SRR10400218	1	single	0	0	25806788	1	334	2635	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2635	treatment	hydroxytamoxifen	1 microM	-6	0	6	hr
SRR10400218	SRR10400218	1	single	0	0	25806788	1	334	2635	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2635	vehicle	vehicle		-22	0	22	hr
SRR10400219	SRR10400219	2	single	0	0	25360923	1	334	2636	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2636	treatment	hydroxytamoxifen	1 microM	-6	0	6	hr
SRR10400219	SRR10400219	2	single	0	0	25360923	1	334	2636	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2636	vehicle	vehicle		-22	0	22	hr
SRR10400220	SRR10400220	1	single	0	0	37641751	1	334	2637	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2637	treatment	doxycycline	50 ng/mL	-22	0	22	hr
SRR8483105	SRR8483105	1	single	0	0	35391381	1	366	2881	GRO-seq	Zhu2019non	H. sapiens	MCF7	2881	vehicle	ethanol		-1	0	1	hr
SRR8483110	SRR8483110	1	single	0	0	43025821	1	366	2886	GRO-seq	Zhu2019non	H. sapiens	MCF7	2886	treatment	17-beta-estradiol	100 nM	-1	0	1	hr
SRR8483109	SRR8483109	1	single	0	0	38170975	1	366	2885	GRO-seq	Zhu2019non	H. sapiens	MCF7	2885	vehicle	ethanol		-1	0	1	hr
SRR10400216	SRR10400216	1	single	0	0	36794568	1	334	2633	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2633	vehicle	vehicle		-22	0	22	hr
SRR8483107	SRR8483107	1	single	0	0	45615308	2	366	2883	GRO-seq	Zhu2019non	H. sapiens	MCF7	2883	vehicle	ethanol		-1	0	1	hr
SRR10400217	SRR10400217	2	single	0	0	22798313	1	334	2634	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2634	vehicle	vehicle		-22	0	22	hr
SRR10400220	SRR10400220	1	single	0	0	37641751	1	334	2637	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2637	vehicle	vehicle		-6	0	6	hr
SRR10400221	SRR10400221	2	single	0	0	28244490	1	334	2638	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2638	treatment	doxycycline	50 ng/mL	-22	0	22	hr
SRR10400221	SRR10400221	2	single	0	0	28244490	1	334	2638	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2638	vehicle	vehicle		-6	0	6	hr
SRR10400222	SRR10400222	1	single	0	0	28160127	1	334	2639	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2639	treatment	doxycycline	50 ng/mL	-22	0	22	hr
SRR8483106	SRR8483106	1	single	0	0	46687901	2	366	2882	GRO-seq	Zhu2019non	H. sapiens	MCF7	2882	treatment	17-beta-estradiol	100 nM	-1	0	1	hr
SRR10400222	SRR10400222	1	single	0	0	28160127	1	334	2639	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2639	treatment	hydroxytamoxifen	1 microM	-6	0	6	hr
SRR10400223	SRR10400223	2	single	0	0	31671165	1	334	2640	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2640	treatment	doxycycline	50 ng/mL	-22	0	22	hr
SRR10400223	SRR10400223	2	single	0	0	31671165	1	334	2640	GRO-seq	Wang2020proapoptotic	H. sapiens	MCF7	2640	treatment	hydroxytamoxifen	1 microM	-6	0	6	hr
SRR8483108	SRR8483108	1	single	0	0	45990930	2	366	2884	GRO-seq	Zhu2019non	H. sapiens	MCF7	2884	treatment	17-beta-estradiol	100 nM	-1	0	1	hr
SRR3541135	SRR3541135	1	single	0	0	58106251	2	303	2429	GRO-seq	Tan2018dismissal	H. sapiens	MCF7	2429	vehicle	ethanol	0.1%	-1	0	1	hr
SRR3541136	SRR3541136	1	single	0	0	58406996	2	303	2430	GRO-seq	Tan2018dismissal	H. sapiens	MCF7	2430	treatment	17-beta-estradiol	100 nM	-1	0	1	hr
SRR3541137	SRR3541137	2	single	0	0	42023734	2	303	2431	GRO-seq	Tan2018dismissal	H. sapiens	MCF7	2431	treatment	17-beta-estradiol	100 nM	-1	0	1	hr
SRR3541138	SRR3541138	1	single	0	0	51553380	2	303	2432	GRO-seq	Tan2018dismissal	H. sapiens	MCF7	2432	treatment	17-beta-estradiol	100 nM	-1	0	1	hr
SRR3541139	SRR3541139	2	single	0	0	32147984	2	303	2433	GRO-seq	Tan2018dismissal	H. sapiens	MCF7	2433	treatment	17-beta-estradiol	100 nM	-1	0	1	hr
SRR3541134	SRR3541134	1	single	0	0	41789702	2	303	2428	GRO-seq	Tan2018dismissal	H. sapiens	MCF7	2428	treatment	17-beta-estradiol	100 nM	-1	0	1	hr
SRR3541131	SRR3541131	1	single	0	0	45643926	3	304	2425	PRO-seq	Tan2018dismissal	H. sapiens	MCF7	2425	vehicle	ethanol	0.1%	-1	0	1	hr
SRR3541130	SRR3541130	1	single	0	0	45866952	3	304	2424	PRO-seq	Tan2018dismissal	H. sapiens	MCF7	2424	treatment	17-beta-estradiol	100 nM	-1	0	1	hr
SRR5364096	SRZ5364094	1	single	0	0	71527680	2	103	857	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-231	857	no treatment			NULL	NULL	NULL	
SRR5274977	SRR5274977	4	single	0	0	24165480	1	227	1886	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1886	treatment	17-beta-estradiol	100 nM	-20	0	20	min
SRR5274978	SRR5274978	1	single	0	0	19239829	3	227	1887	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1887	treatment	17-beta-estradiol	100 nM	-45	0	45	min
SRR5274979	SRR5274979	2	single	0	0	16669873	2	227	1888	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1888	treatment	17-beta-estradiol	100 nM	-45	0	45	min
SRR5274976	SRR5274976	3	single	0	0	21170291	3	227	1885	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1885	treatment	17-beta-estradiol	100 nM	-20	0	20	min
SRR5364094	SRZ5364094	1	single	0	0	71527680	2	103	857	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-231	857	no treatment			NULL	NULL	NULL	
SRR5274986	SRR5274986	1	single	0	0	11236232	5	227	1895	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1895	treatment	17-beta-estradiol	100 nM	-20	0	20	min
SRR5274987	SRR5274987	2	single	0	0	18882091	3	227	1896	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1896	treatment	17-beta-estradiol	100 nM	-20	0	20	min
SRR5274988	SRR5274988	3	single	0	0	17030797	4	227	1897	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1897	treatment	17-beta-estradiol	100 nM	-20	0	20	min
SRR5274989	SRR5274989	4	single	0	0	29455086	1	227	1898	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1898	treatment	17-beta-estradiol	100 nM	-20	0	20	min
SRR3633298	SRR3633298	1	single	0	0	19263034	4	181	1477	GRO-seq	Li2017grid	H. sapiens	MDA-MB-231	1477	treatment	JQ1	500 nM	-6	0	6	hr
SRR5274975	SRR5274975	2	single	0	0	15127015	2	227	1884	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1884	treatment	17-beta-estradiol	100 nM	-20	0	20	min
SRR5274974	SRR5274974	1	single	0	0	14121279	4	227	1883	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1883	treatment	17-beta-estradiol	100 nM	-20	0	20	min
SRR5274973	SRR5274973	4	single	0	0	32872932	1	227	1882	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1882	vehicle	ethanol		-45	0	45	min
SRR5274972	SRR5274972	3	single	0	0	18446002	3	227	1881	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1881	vehicle	ethanol		-45	0	45	min
SRR5274971	SRR5274971	2	single	0	0	22048380	1	227	1880	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1880	vehicle	ethanol		-45	0	45	min
SRR5274970	SRR5274970	1	single	0	0	13242217	4	227	1879	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1879	vehicle	ethanol		-45	0	45	min
SRR5274985	SRR5274985	4	single	0	0	27721922	1	227	1894	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1894	vehicle	ethanol		-45	0	45	min
SRR5274984	SRR5274984	3	single	0	0	27262793	3	227	1893	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1893	vehicle	ethanol		-45	0	45	min
SRR5274983	SRR5274983	2	single	0	0	16088884	2	227	1892	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1892	vehicle	ethanol		-45	0	45	min
SRR5274982	SRR5274982	1	single	0	0	16608882	4	227	1891	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1891	vehicle	ethanol		-45	0	45	min
SRR5274981	SRR5274981	4	single	0	0	26729247	1	227	1890	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1890	treatment	17-beta-estradiol	100 nM	-45	0	45	min
SRR5364097	SRZ5364095	2	single	0	0	79694343	2	103	858	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-231	858	no treatment			NULL	NULL	NULL	
SRR5274980	SRR5274980	3	single	0	0	28366443	2	227	1889	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1889	treatment	17-beta-estradiol	100 nM	-45	0	45	min
SRR5274993	SRR5274993	4	single	0	0	27986486	3	227	1902	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1902	treatment	17-beta-estradiol	100 nM	-45	0	45	min
SRR5274992	SRR5274992	3	single	0	0	32058468	3	227	1901	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1901	treatment	17-beta-estradiol	100 nM	-45	0	45	min
SRR5274991	SRR5274991	2	single	0	0	17321551	4	227	1900	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1900	treatment	17-beta-estradiol	100 nM	-45	0	45	min
SRR5274990	SRR5274990	1	single	0	0	22043224	4	227	1899	GRO-seq	Murakami2017dynamic	H. sapiens	MDA-MB-231	1899	treatment	17-beta-estradiol	100 nM	-45	0	45	min
SRR10298309	SRR10298309	1	single	0	0	59266310	1	186	1519	GRO-seq	Li2021comprehensive	H. sapiens	MDA-MB-231	1519	no treatment			NULL	NULL	NULL	
SRR3633299	SRR3633299	2	single	0	0	18341386	4	181	1478	GRO-seq	Li2017grid	H. sapiens	MDA-MB-231	1478	treatment	JQ1	500 nM	-6	0	6	hr
SRR3633297	SRR3633297	2	single	0	0	18132243	4	181	1476	GRO-seq	Li2017grid	H. sapiens	MDA-MB-231	1476	vehicle	DMSO	0.05%	-6	0	6	hr
SRR3633296	SRR3633296	1	single	0	0	17419904	4	181	1475	GRO-seq	Li2017grid	H. sapiens	MDA-MB-231	1475	vehicle	DMSO	0.05%	-6	0	6	hr
SRR10298310	SRR10298310	2	single	0	0	114976371	2	186	1520	GRO-seq	Li2021comprehensive	H. sapiens	MDA-MB-231	1520	no treatment			NULL	NULL	NULL	
SRR5364095	SRZ5364095	2	single	0	0	79694343	2	103	858	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-231	858	no treatment			NULL	NULL	NULL	
SRR5364067	SRZ5364067	1	single	0	0	63621168	1	103	844	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-361	844	no treatment			NULL	NULL	NULL	
SRR5364069	SRZ5364067	1	single	0	0	63621168	1	103	844	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-361	844	no treatment			NULL	NULL	NULL	
SRR5364068	SRZ5364068	2	single	0	0	55987980	1	103	845	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-361	845	no treatment			NULL	NULL	NULL	
SRR5364070	SRZ5364068	2	single	0	0	55987980	1	103	845	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-361	845	no treatment			NULL	NULL	NULL	
SRR5364098	SRZ5364098	1	single	0	0	53830226	1	103	859	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-436	859	no treatment			NULL	NULL	NULL	
SRR5364101	SRZ5364099	2	single	0	0	67999114	2	103	860	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-436	860	no treatment			NULL	NULL	NULL	
SRR5364099	SRZ5364099	2	single	0	0	67999114	2	103	860	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-436	860	no treatment			NULL	NULL	NULL	
SRR5364100	SRZ5364098	1	single	0	0	53830226	1	103	859	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-436	859	no treatment			NULL	NULL	NULL	
SRR5364086	SRZ5364086	1	single	0	0	50343557	2	103	853	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-468	853	no treatment			NULL	NULL	NULL	
SRR5364088	SRZ5364086	1	single	0	0	50343557	2	103	853	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-468	853	no treatment			NULL	NULL	NULL	
SRR5364087	SRZ5364087	2	single	0	0	55520391	2	103	854	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-468	854	no treatment			NULL	NULL	NULL	
SRR5364089	SRZ5364087	2	single	0	0	55520391	2	103	854	GRO-seq	Franco2018enhancer	H. sapiens	MDA-MB-468	854	no treatment			NULL	NULL	NULL	
SRR8234174	SRR8234174	1	paired	0	0	33097709	1	272	2243	PRO-seq	Sendinc2019pcif1	H. sapiens	MEL624	2243	no treatment			NULL	NULL	NULL	
SRR8234173	SRR8234173	3	paired	0	0	24555367	1	271	2242	PRO-seq	Sendinc2019pcif1	H. sapiens	MEL624	2242	no treatment			NULL	NULL	NULL	
SRR8234172	SRR8234172	2	paired	0	0	24876077	1	270	2241	PRO-seq	Sendinc2019pcif1	H. sapiens	MEL624	2241	no treatment			NULL	NULL	NULL	
SRR8234171	SRR8234171	1	paired	0	0	31282752	1	269	2240	PRO-seq	Sendinc2019pcif1	H. sapiens	MEL624	2240	no treatment			NULL	NULL	NULL	
SRR8234175	SRR8234175	2	paired	0	0	26256488	1	273	2244	PRO-seq	Sendinc2019pcif1	H. sapiens	MEL624	2244	no treatment			NULL	NULL	NULL	
SRR8234176	SRR8234176	3	paired	0	0	35548237	1	274	2245	PRO-seq	Sendinc2019pcif1	H. sapiens	MEL624	2245	no treatment			NULL	NULL	NULL	
SRR8234177	SRR8234177	1	paired	0	0	28433680	1	275	2246	PRO-seq	Sendinc2019pcif1	H. sapiens	MEL624	2246	no treatment			NULL	NULL	NULL	
SRR8234178	SRR8234178	2	paired	0	0	27055623	1	276	2247	PRO-seq	Sendinc2019pcif1	H. sapiens	MEL624	2247	no treatment			NULL	NULL	NULL	
